4883260,org.jfree.chart.ui.RectangleInsets,trim
9299524,org.jfree.chart.block.AbstractBlock,trimBorder
2245,org.jfree.chart.ui.RectangleInsets,calculateLeftInset
1925,org.jfree.chart.ui.RectangleInsets,calculateRightInset
1604,org.jfree.chart.ui.RectangleInsets,calculateTopInset
1603,org.jfree.chart.ui.RectangleInsets,calculateBottomInset
5016046,org.jfree.chart.ui.RectangleInsets,trim
9474327,org.jfree.chart.block.AbstractBlock,trimPadding
962,org.jfree.chart.util.ParamChecks,nullNotPermitted
4797623,org.jfree.chart.ui.RectangleAnchor,getAnchorPoint
9679601,org.jfree.chart.ui.RectangleAnchor,coordinates
962,org.jfree.chart.util.ParamChecks,nullNotPermitted
2566,org.jfree.chart.util.ParamChecks,nullNotPermitted
1924,org.jfree.chart.util.ParamChecks,nullNotPermitted
5884930,org.jfree.chart.ui.RectangleAnchor,getAnchorPoint
12306457,org.jfree.chart.ui.RectangleAnchor,coordinates
18126919,org.jfree.chart.util.ShapeUtils,createTranslatedShape
26470960,org.jfree.chart.title.LegendGraphic,draw
32485468,org.jfree.chart.title.LegendGraphic,draw
4170,org.jfree.chart.block.AbstractBlock,getBounds
2886,org.jfree.chart.ui.RectangleInsets,calculateLeftInset
2566,org.jfree.chart.ui.RectangleInsets,calculateRightInset
3529,org.jfree.chart.ui.RectangleInsets,calculateTopInset
2886,org.jfree.chart.ui.RectangleInsets,calculateBottomInset
5417932,org.jfree.chart.ui.RectangleInsets,trim
10492675,org.jfree.chart.block.AbstractBlock,trimMargin
2244,org.jfree.chart.ui.RectangleInsets,calculateTopInset
8018,org.jfree.chart.ui.RectangleInsets,calculateBottomInset
2245,org.jfree.chart.ui.RectangleInsets,calculateLeftInset
1604,org.jfree.chart.ui.RectangleInsets,calculateRightInset
5144985,org.jfree.chart.block.BlockBorder,draw
10224217,org.jfree.chart.block.AbstractBlock,drawBorder
962,org.jfree.chart.block.BlockBorder,getInsets
962,org.jfree.chart.ui.RectangleInsets,calculateLeftInset
2566,org.jfree.chart.ui.RectangleInsets,calculateRightInset
3208,org.jfree.chart.ui.RectangleInsets,calculateTopInset
1924,org.jfree.chart.ui.RectangleInsets,calculateBottomInset
5655601,org.jfree.chart.ui.RectangleInsets,trim
10600123,org.jfree.chart.block.AbstractBlock,trimBorder
1283,org.jfree.chart.ui.RectangleInsets,calculateLeftInset
3528,org.jfree.chart.ui.RectangleInsets,calculateRightInset
1925,org.jfree.chart.ui.RectangleInsets,calculateTopInset
1604,org.jfree.chart.ui.RectangleInsets,calculateBottomInset
6079619,org.jfree.chart.ui.RectangleInsets,trim
11206001,org.jfree.chart.block.AbstractBlock,trimPadding
962,org.jfree.chart.util.ParamChecks,nullNotPermitted
5613905,org.jfree.chart.ui.RectangleAnchor,getAnchorPoint
10697307,org.jfree.chart.ui.RectangleAnchor,coordinates
14113,org.jfree.chart.text.TextUtilities,getTextBounds
5479516,org.jfree.chart.text.TextFragment,calculateDimensions
2566,org.jfree.chart.ui.Size2D,getWidth
1925,org.jfree.chart.ui.Size2D,getHeight
4595557,org.jfree.chart.text.TextLine,calculateDimensions
2567,org.jfree.chart.ui.Size2D,getWidth
2886,org.jfree.chart.ui.Size2D,getHeight
4253006,org.jfree.chart.text.TextBlock,calculateDimensions
2887,org.jfree.chart.ui.Size2D,getWidth
2246,org.jfree.chart.ui.Size2D,getHeight
19565,org.jfree.chart.text.TextBlock,calculateOffsets
11226,org.jfree.chart.text.TextUtilities,getTextBounds
5172889,org.jfree.chart.text.TextFragment,calculateDimensions
2886,org.jfree.chart.ui.Size2D,getWidth
1603,org.jfree.chart.ui.Size2D,getHeight
5002896,org.jfree.chart.text.TextLine,calculateDimensions
1924,org.jfree.chart.ui.Size2D,getWidth
1924,org.jfree.chart.ui.Size2D,getWidth
9622,org.jfree.chart.text.TextUtilities,getTextBounds
5774275,org.jfree.chart.text.TextFragment,calculateDimensions
2246,org.jfree.chart.ui.Size2D,getWidth
1604,org.jfree.chart.ui.Size2D,getHeight
4486506,org.jfree.chart.text.TextLine,calculateDimensions
8981,org.jfree.chart.ui.TextAnchor,isHorizontalCenter
7698,org.jfree.chart.ui.TextAnchor,isHorizontalRight
3528,org.jfree.chart.ui.TextAnchor,isTop
5537890,org.jfree.chart.text.TextFragment,calculateBaselineOffset
10616480,org.jfree.chart.text.TextLine,calculateBaselineOffset
15717,org.jfree.chart.text.TextUtilities,getTextBounds
5162625,org.jfree.chart.text.TextFragment,calculateDimensions
963,org.jfree.chart.util.ParamChecks,nullNotPermitted
9943,org.jfree.chart.text.TextUtilities,getTextBounds
2887,org.jfree.chart.ui.TextAnchor,isHorizontalCenter
3528,org.jfree.chart.ui.TextAnchor,isHorizontalRight
2246,org.jfree.chart.ui.TextAnchor,isTop
7697,org.jfree.chart.ui.TextAnchor,isHalfAscent
5132,org.jfree.chart.ui.TextAnchor,isHalfHeight
4491,org.jfree.chart.ui.TextAnchor,isBaseline
4471752,org.jfree.chart.text.TextUtilities,deriveTextBoundsAnchorOffsets
11258281,org.jfree.chart.text.TextUtilities,drawAlignedString
16250273,org.jfree.chart.text.TextUtilities,drawRotatedString
21656659,org.jfree.chart.text.TextFragment,draw
3207,org.jfree.chart.ui.Size2D,getWidth
4731551,org.jfree.chart.text.TextLine,draw
1604,org.jfree.chart.ui.Size2D,getHeight
4957031,org.jfree.chart.text.TextBlock,draw
9348597,org.jfree.chart.text.TextBlock,draw
13654527,org.jfree.chart.block.LabelBlock,draw
18136221,org.jfree.chart.block.BlockContainer,draw
3849,org.jfree.chart.block.BlockParams,getGenerateEntities
5225490,org.jfree.chart.title.LegendItemBlockContainer,draw
11692562,org.jfree.chart.block.BlockContainer,draw
17030631,org.jfree.chart.block.BlockContainer,draw
21759296,org.jfree.chart.title.LegendTitle,draw
26303213,org.jfree.chart.JFreeChart,drawTitle
3849,org.jfree.chart.plot.Plot,getInsets
962,org.jfree.chart.ui.RectangleInsets,calculateLeftInset
3207,org.jfree.chart.ui.RectangleInsets,calculateRightInset
4811,org.jfree.chart.ui.RectangleInsets,calculateTopInset
1924,org.jfree.chart.ui.RectangleInsets,calculateBottomInset
6590237,org.jfree.chart.ui.RectangleInsets,trim
2567,org.jfree.chart.plot.MeterPlot,getDataset
2245,org.jfree.data.Range,getLowerBound
2245,org.jfree.data.Range,getUpperBound
6415,org.jfree.chart.plot.Plot,getForegroundAlpha
962,org.jfree.chart.util.ParamChecks,nullNotPermitted
963,org.jfree.data.Range,getLowerBound
3848,org.jfree.data.Range,getLength
4704287,org.jfree.chart.plot.MeterPlot,valueToAngle
1283,org.jfree.data.Range,getLowerBound
1604,org.jfree.data.Range,getLength
4220933,org.jfree.chart.plot.MeterPlot,valueToAngle
9611604,org.jfree.chart.plot.MeterPlot,fillArc
962,org.jfree.data.Range,getLowerBound
1924,org.jfree.data.Range,getLength
4585293,org.jfree.chart.plot.MeterPlot,valueToAngle
10052299,org.jfree.chart.plot.MeterPlot,drawTick
14485562,org.jfree.chart.plot.MeterPlot,drawTick
1284,org.jfree.data.Range,getLowerBound
1603,org.jfree.data.Range,getLength
4035866,org.jfree.chart.plot.MeterPlot,valueToAngle
8917203,org.jfree.chart.plot.MeterPlot,drawTick
13726372,org.jfree.chart.plot.MeterPlot,drawTick
1604,org.jfree.data.Range,getLowerBound
1924,org.jfree.data.Range,getLength
4082053,org.jfree.chart.plot.MeterPlot,valueToAngle
8974294,org.jfree.chart.plot.MeterPlot,drawTick
14036526,org.jfree.chart.plot.MeterPlot,drawTick
962,org.jfree.data.Range,getLowerBound
2244,org.jfree.data.Range,getLength
4898013,org.jfree.chart.plot.MeterPlot,valueToAngle
9472723,org.jfree.chart.plot.MeterPlot,drawTick
13915929,org.jfree.chart.plot.MeterPlot,drawTick
963,org.jfree.data.Range,getLowerBound
1925,org.jfree.data.Range,getLength
4002509,org.jfree.chart.plot.MeterPlot,valueToAngle
8630782,org.jfree.chart.plot.MeterPlot,drawTick
13744975,org.jfree.chart.plot.MeterPlot,drawTick
962,org.jfree.data.Range,getLowerBound
1604,org.jfree.data.Range,getLength
4804358,org.jfree.chart.plot.MeterPlot,valueToAngle
9676393,org.jfree.chart.plot.MeterPlot,drawTick
14298250,org.jfree.chart.plot.MeterPlot,drawTick
962,org.jfree.data.Range,getLowerBound
1924,org.jfree.data.Range,getLength
8667666,org.jfree.chart.plot.MeterPlot,valueToAngle
14269705,org.jfree.chart.plot.MeterPlot,drawTick
19572171,org.jfree.chart.plot.MeterPlot,drawTick
642,org.jfree.data.Range,getLowerBound
2244,org.jfree.data.Range,getLength
4932654,org.jfree.chart.plot.MeterPlot,valueToAngle
9873006,org.jfree.chart.plot.MeterPlot,drawTick
15117098,org.jfree.chart.plot.MeterPlot,drawTick
641,org.jfree.data.Range,getLowerBound
1283,org.jfree.data.Range,getLength
4355002,org.jfree.chart.plot.MeterPlot,valueToAngle
9083987,org.jfree.chart.plot.MeterPlot,drawTick
14394152,org.jfree.chart.plot.MeterPlot,drawTick
962,org.jfree.data.Range,getLowerBound
1283,org.jfree.data.Range,getLength
4178596,org.jfree.chart.plot.MeterPlot,valueToAngle
8872620,org.jfree.chart.plot.MeterPlot,drawTick
13539060,org.jfree.chart.plot.MeterPlot,drawTick
962,org.jfree.data.Range,getLowerBound
1604,org.jfree.data.Range,getLength
3991925,org.jfree.chart.plot.MeterPlot,valueToAngle
8925221,org.jfree.chart.plot.MeterPlot,drawTick
13227301,org.jfree.chart.plot.MeterPlot,drawTick
17825745,org.jfree.chart.plot.MeterPlot,drawTicks
1924,org.jfree.chart.plot.MeterInterval,getRange
1604,org.jfree.data.Range,getLowerBound
962,org.jfree.chart.plot.MeterInterval,getRange
1603,org.jfree.data.Range,getUpperBound
1283,org.jfree.chart.plot.MeterInterval,getOutlinePaint
3849,org.jfree.chart.plot.MeterInterval,getOutlineStroke
1283,org.jfree.chart.plot.MeterInterval,getBackgroundPaint
5275205,org.jfree.chart.plot.MeterPlot,drawArcForInterval
642,org.jfree.chart.plot.MeterInterval,getRange
2245,org.jfree.data.Range,getLowerBound
1925,org.jfree.chart.plot.MeterInterval,getRange
1604,org.jfree.data.Range,getUpperBound
1603,org.jfree.chart.plot.MeterInterval,getOutlinePaint
1924,org.jfree.chart.plot.MeterInterval,getOutlineStroke
2244,org.jfree.chart.plot.MeterInterval,getBackgroundPaint
641,org.jfree.data.Range,getLowerBound
1604,org.jfree.data.Range,getLength
4239215,org.jfree.chart.plot.MeterPlot,valueToAngle
1603,org.jfree.data.Range,getLowerBound
642,org.jfree.data.Range,getLength
4276742,org.jfree.chart.plot.MeterPlot,valueToAngle
9263922,org.jfree.chart.plot.MeterPlot,drawArc
640,org.jfree.data.Range,getLowerBound
1604,org.jfree.data.Range,getLength
4927843,org.jfree.chart.plot.MeterPlot,valueToAngle
536598,org.jfree.chart.text.TextUtilities,getTextBounds
5611982,org.jfree.chart.plot.MeterPlot,drawTick
962,org.jfree.data.Range,getLowerBound
1604,org.jfree.data.Range,getLength
3870364,org.jfree.chart.plot.MeterPlot,valueToAngle
162294,org.jfree.chart.text.TextUtilities,getTextBounds
5113230,org.jfree.chart.plot.MeterPlot,drawTick
9449950,org.jfree.chart.plot.MeterPlot,drawArcForInterval
5133,org.jfree.data.general.DefaultValueDataset,getValue
962,org.jfree.data.general.DefaultValueDataset,getValue
652706,org.jfree.chart.text.TextUtilities,getTextBounds
1925,org.jfree.chart.ui.TextAnchor,isHorizontalCenter
1282,org.jfree.chart.ui.TextAnchor,isTop
4217405,org.jfree.chart.text.TextUtilities,deriveTextBoundsAnchorOffsets
9933947,org.jfree.chart.text.TextUtilities,drawAlignedString
14956088,org.jfree.chart.plot.MeterPlot,drawValueLabel
1924,org.jfree.data.Range,contains
962,org.jfree.data.Range,getLowerBound
1283,org.jfree.data.Range,getLength
4577596,org.jfree.chart.plot.MeterPlot,valueToAngle
9469195,org.jfree.chart.plot.MeterPlot,draw
2245,org.jfree.chart.JFreeChart,notifyListeners
4439998,org.jfree.chart.JFreeChart,draw
8812320,org.jfree.chart.MeterChartTest,testDrawWithNullInfo
