ExecutionTime,Method,
2270480.618631732,getRowIndex
12567.937755937755,getIndex
6934590.861915368,setValue
1.2407911931623932E7,addValue
5447834.503640561,notifyListeners
4981402.438053098,fireDatasetChanged
1.4465258304347826E7,createCategoryDataset
1121.260579064588,nullNotPermitted
4799104.543478261,createDefaultFont
33424.15789473684,createDefaultPaintArray
12724.915789473684,intArray
4985626.842105263,createStandardSeriesShapes
9107.862068965518,createFancyLightColors
4528892.8534482755,getDefaultColors
12417.42857142857,createUpRotationLabelPositions
7881.0,createDownRotationLabelPositions
1.4633187557110438E7,fireChangeEvent
8913936.818181818,setCategoryMargin
803460.2705882353,createStandardTickUnits
1.0160411206896551E7,setDefaultLegendShape
1.6286969271186441E7,setDefaultToolTipGenerator
859918.1904761905,getBundle
694333.285925926,addChangeListener
1.0896977792553192E7,setPlot
1029.3333333333333,requireNonNegative
14593.65,checkAxisIndices
3806.6146341463414,getDataset
1347.954248366013,getParent
1615.3115942028985,setType
5880985.9130434785,datasetChanged
9007725.683333334,mapDatasetToDomainAxes
1.3641643133333333E7,mapDatasetToDomainAxis
1.13398792E7,configure
1094.5669144981412,isAutoRange
1223.2991656734207,getPlot
7637560.784029038,autoAdjustRange
8669628.833333334,mapDatasetToRangeAxes
1.322501855E7,mapDatasetToRangeAxis
6378.047732696898,findRangeAxisIndex
4717.025510204082,findDatasetIndex
4553104.06741573,datasetsMappedToRangeAxis
5148931.549618321,getRendererForDataset
1352.0051282051281,getDataBoundsIncludesVisibleSeriesOnly
2060421.1312384473,getRowCount
1079466.7943925234,get
4514409.871641791,getBoolean
9076176.59929078,isSeriesVisible
2810019.9609756097,getRowKey
1660374.6457286433,getColumnCount
4406259.074183976,getValue
9713651.336206896,iterateToFindRangeBounds
1.43009392336E7,findRangeBounds
1973.4436090225563,combine
4422388.491358025,getDataRange
1660.2957937584804,getUpperBound
1414.7442528735633,getLowerBound
1356.4923547400613,getAutoRangeIncludesZero
1482.530864197531,getFixedAutoRange
1552.9901234567901,getAutoRangeMinimumSize
1656.6452599388379,getAutoRangeStickyZero
1302.5670628183361,getUpperMargin
1030.3170731707316,getLowerMargin
1581.7066381156317,getLength
5408230.5121951215,setRange
1.4340839335526315E7,configureDomainAxes
1.4684527974074075E7,configureRangeAxes
5045345.1,setPadding
4778039.887640449,setMargin
9252843.775280898,setHorizontalAlignment
8687377.875,setBackgroundPaint
9006838.444444444,setPosition
2211.5232558139537,getTitle
29340.366525423728,setChart
4339171.315294118,titleChanged
1.7825988068965517E7,setFont
1.728676940229885E7,setPaint
2940.6631578947367,getSubtitleCount
4367698.776595744,getSubtitle
1478.3793103448277,getBackgroundPaint
1.2941651892857144E7,setItemFont
1.28595235E7,setItemPaint
2417.0,getWrapper
4381696.285714285,applyToTitle
4315935.613861386,fireChartChanged
1.3367766205882354E7,setBackgroundPainter
4876879.396624473,getDrawingSupplier
33880.60451977401,clone
4376467.02417127,plotChanged
1.7348972790697675E7,setDrawingSupplier
1.7275072139534883E7,setBorderPainter
1.685637504918033E7,setAxisOffset
1.6447148081967212E7,setDomainGridlinePaint
1.666051362295082E7,setRangeGridlinePaint
1.744501593220339E7,setRangeZeroBaselinePaint
1.7310194035714287E7,setShadowGenerator
4680.559322033899,getDomainAxisCount
124349.171875,getDomainAxis
1.699732738016529E7,axisChanged
2.3979717904191617E7,setLabelFont
3.0023583144067798E7,setLabelPaint
3.0044200169491526E7,setTickLabelFont
2.9453915708333332E7,setTickLabelPaint
3.6144577307692304E7,applyToCategoryAxis
4517.5084745762715,getRangeAxisCount
742236.22,getRangeAxis
3.4171095E7,applyToValueAxis
3946.7966101694915,getRendererCount
1452370.5211726385,getRenderer
1826.4915254237287,getAutoPopulateSeriesPaint
4963.254237288135,clearSeriesPaints
2375.5423728813557,getAutoPopulateSeriesStroke
616407.0762711865,clear
4465358.372881356,clearSeriesStrokes
9429151.627118643,applyToAbstractRenderer
1.4316982710900474E7,rendererChanged
3.175516927966102E7,setDefaultItemLabelFont
3.1820967050847456E7,setDefaultItemLabelPaint
3.745003684615385E7,applyToCategoryItemRenderer
4.687130607692308E7,applyToCategoryPlot
2.415439911904762E7,applyToPlot
2.8858373654761903E7,apply
6.4032253125E7,createAreaChart
4.535205890163934E7,setUp
9604201.109281437,draw
1227.505800464037,calculateLeftInset
1785.5518044237485,calculateRightInset
1401.3995354239257,calculateTopInset
1739.3741258741259,calculateBottomInset
4663093.984585742,trim
2843.237288135593,isVisible
2178.9021739130435,getPosition
3383.451612903226,setGenerateEntities
1433.3505376344085,getWidth
2597.4754098360654,getWidthRange
35609.22896039604,getHeight
2907.478260869565,getHeightRange
4895064.016574586,trimWidth
1609.0593692022264,getInsets
1.1119290033333333E7,trimToContentWidth
4758979.2,trimHeight
1.08019182E7,trimToContentHeight
1633.0522875816994,getWidthConstraintType
1672.8431372549019,getHeightConstraintType
4667249.25,toContentConstraint
108878.59272097054,getTextBounds
4899276.520325203,getStringWidth
9637125.232142856,nextLineBreak
2071534.9166666667,addLine
7887193.82278481,createTextBlock
4593012.333333333,setLineAlignment
4208760.103614458,calculateDimensions
6331944.833333333,arrangeRR
1245.0577889447236,calculateLeftOutset
1842.1959798994974,calculateRightOutset
4647184.86827957,extendWidth
9157144.276422765,calculateTotalWidth
1203.8029925187031,calculateTopOutset
1770.857855361596,calculateBottomOutset
4796779.592,extendHeight
9391265.991869919,calculateTotalHeight
1.4611101603238866E7,arrange
2196.413043478261,getHorizontalAlignment
18437.354838709678,createAlignedRectangle2D
9024815.528301887,trimMargin
